Time(s)	RED_denoised_wiener
7.950000	8883.506571
7.960000	8871.679794
7.970000	8858.091328
7.980000	8835.718639
7.990000	8825.209320
8.000000	8823.146671
8.010000	8831.796189
8.020000	8837.649249
8.030000	8840.201191
8.040000	8840.937534
8.050000	8845.061079
8.060000	8852.654144
8.070000	8830.268921
8.080000	8808.651385
8.090000	8887.434500
8.100000	9018.007490
8.110000	9125.959346
8.120000	9122.418056
8.130000	9070.660253
8.140000	8999.823632
8.150000	8903.683356
8.160000	8816.089088
8.170000	8725.662483
8.180000	8618.758943
8.190000	8427.901369
8.200000	8272.011976
8.210000	8109.433979
8.220000	8054.090582
8.230000	8020.814813
8.240000	7993.751327
8.250000	7974.632398
8.260000	7894.603270
8.270000	7867.667198
8.280000	7796.920785
8.290000	7734.820213
8.300000	7651.382959
8.310000	7572.159885
8.320000	7491.456445
8.330000	7409.876938
8.340000	7373.009803
8.350000	7346.727555
8.360000	7367.104629
8.370000	7343.240846
8.380000	7319.912906
8.390000	7335.740705
8.400000	7376.575690
8.410000	7491.075086
8.420000	7564.781692
8.430000	7668.237961
8.440000	7690.471972
8.450000	7675.137412
8.460000	7646.750591
8.470000	7591.234064
8.480000	7537.111671
8.490000	7437.417702
8.500000	7370.105667
8.510000	7297.903460
8.520000	7210.119995
8.530000	7125.412502
8.540000	7026.640654
8.550000	6951.672541
8.560000	6875.249727
8.570000	6839.374285
8.580000	6809.901757
8.590000	6785.078848
8.600000	6734.049419
8.610000	6669.807749
8.620000	6583.368905
8.630000	6511.221991
8.640000	6441.778329
8.650000	6396.610801
8.660000	6334.894655
8.670000	6316.148249
8.680000	6312.304840
8.690000	6355.045558
8.700000	6355.240269
8.710000	6384.903787
8.720000	6366.611465
8.730000	6396.412539
8.740000	6353.889993
8.750000	6360.749277
8.760000	6268.918266
8.770000	6247.107815
8.780000	6120.816598
8.790000	6100.330196
8.800000	6006.112158
8.810000	5992.264379
8.820000	5873.933022
8.830000	5851.039107
8.840000	5700.703786
8.850000	5694.610726
8.860000	5492.894106
8.870000	5531.406116
8.880000	5344.027576
8.890000	5412.218496
8.900000	5155.318789
8.910000	5237.518731
8.920000	5051.513667
8.930000	5365.653671
8.940000	5305.914417
8.950000	5760.338750
8.960000	5690.060267
8.970000	6233.368030
8.980000	6248.635580
8.990000	3542.014246
9.000000	-28768.779519
9.010000	-33734.648480
9.020000	-29477.693364
9.030000	-19481.980209
9.040000	-16292.209609
9.050000	-22471.185198
9.060000	-49808.615166
9.070000	-80107.358467
9.080000	-68461.508301
9.090000	-39317.288470
9.100000	-21454.408542
9.110000	-10840.832955
9.120000	-3957.343476
9.130000	-168.566702
9.140000	1748.074962
9.150000	2719.821477
9.160000	3149.649326
9.170000	3324.482856
9.180000	3364.687578
9.190000	3463.595386
9.200000	3605.063941
9.210000	3886.261932
9.220000	4185.411074
9.230000	4559.654661
9.240000	4799.255910
9.250000	5028.859089
9.260000	5089.544438
9.270000	5214.692718
9.280000	5170.430500
9.290000	5187.679624
9.300000	4988.457936
9.310000	4849.725575
9.320000	4458.061069
9.330000	4117.660758
9.340000	3515.490808
9.350000	3079.147628
9.360000	2396.460478
9.370000	1903.807084
9.380000	1080.639414
9.390000	-2762.992147
9.400000	-7129.438255
9.410000	-11158.464535
9.420000	-12162.677817
9.430000	-12528.056049
9.440000	-13488.609158
9.450000	-14925.792692
9.460000	-17347.458494
9.470000	-19837.486617
9.480000	-21990.583192
9.490000	-22706.481324
9.500000	-21070.430788
9.510000	-17726.641512
9.520000	-14134.738516
9.530000	-11694.193749
9.540000	-10208.222555
9.550000	-9087.230849
9.560000	-8296.798282
9.570000	-7574.545090
9.580000	-7099.158342
9.590000	-6652.344844
9.600000	-6422.547609
9.610000	-6205.647990
9.620000	-5971.331977
9.630000	-5427.151664
9.640000	-4753.337818
9.650000	-4001.561491
9.660000	-3383.378037
9.670000	-2924.057544
9.680000	-2608.240474
9.690000	-2425.503548
9.700000	-2284.151982
9.710000	-2143.698364
