Time(s)	RED_denoised_median
9.200000	75.490566
9.210000	66.584320
9.220000	48.170147
9.230000	46.811584
9.240000	46.811584
9.250000	46.811584
9.260000	57.608687
9.270000	81.193613
9.280000	81.193613
9.290000	81.193613
9.300000	68.972389
9.310000	54.532864
9.320000	36.495537
9.330000	25.332590
9.340000	25.332590
9.350000	25.332590
9.360000	44.409957
9.370000	50.000178
9.380000	63.979740
9.390000	75.717931
9.400000	101.627118
9.410000	125.348865
9.420000	143.312678
9.430000	170.032398
9.440000	186.910091
9.450000	212.821518
9.460000	240.438061
9.470000	256.597010
9.480000	281.058715
9.490000	310.310702
9.500000	319.623076
9.510000	319.623076
9.520000	319.623076
9.530000	279.160676
9.540000	206.389056
9.550000	116.125727
9.560000	35.854327
9.570000	-16.935718
9.580000	-16.935718
9.590000	-16.935718
9.600000	-13.197651
9.610000	1.462570
9.620000	18.891231
9.630000	48.758564
9.640000	68.892544
9.650000	88.139488
9.660000	115.894949
9.670000	118.934884
9.680000	118.934884
9.690000	118.934884
9.700000	48.658349
9.710000	-46.500843
9.720000	-130.455021
9.730000	-197.020204
9.740000	-255.612897
9.750000	-292.477735
9.760000	-298.786273
9.770000	-298.786273
9.780000	-298.786273
9.790000	-284.939925
9.800000	-259.491543
9.810000	-242.850326
9.820000	-242.850326
9.830000	-242.850326
9.840000	-255.091949
9.850000	-278.559165
9.860000	-286.879214
9.870000	-293.465515
9.880000	-293.465515
9.890000	-293.465515
9.900000	-287.332209
9.910000	-279.467103
9.920000	-263.018046
9.930000	-243.507009
9.940000	-237.739329
9.950000	-209.405609
9.960000	-182.631298
9.970000	-161.253302
9.980000	-161.253302
9.990000	-161.253302
10.000000	-337.815722
10.010000	-401.646143
10.020000	-432.429857
10.030000	-450.849267
10.040000	-455.990290
10.050000	-466.566845
10.060000	-466.566845
10.070000	-466.566845
10.080000	-459.736125
10.090000	-459.736125
10.100000	-459.736125
10.110000	-474.341939
10.120000	-494.629506
10.130000	-494.645859
10.140000	-500.257186
10.150000	-500.257186
10.160000	-500.257186
10.170000	-487.073388
10.180000	-484.546027
10.190000	-471.190103
10.200000	-226.692594
10.210000	-203.073005
10.220000	-202.157942
10.230000	-174.540537
10.240000	-174.540537
10.250000	-174.540537
10.260000	-226.750658
10.270000	-305.563379
10.280000	-394.608950
10.290000	-450.519509
10.300000	-518.718598
10.310000	-540.196331
10.320000	-563.130213
10.330000	-564.164673
10.340000	-564.164673
10.350000	-564.164673
10.360000	-552.132739
10.370000	-544.133784
10.380000	-544.133784
10.390000	-544.133784
10.400000	-561.230316
10.410000	-577.591585
10.420000	-583.779854
10.430000	-583.779854
10.440000	-583.779854
10.450000	-579.565800
10.460000	-569.979075
10.470000	-562.987470
10.480000	-553.623649
10.490000	-537.418233
10.500000	-513.285220
10.510000	-484.869668
10.520000	-447.932785
10.530000	-436.433632
10.540000	-422.417881
10.550000	-383.019112
10.560000	-366.104753
10.570000	-333.375386
10.580000	-316.992563
10.590000	-296.594764
10.600000	-267.931937
10.610000	-259.148423
10.620000	-259.148423
10.630000	-259.148423
10.640000	-325.838193
10.650000	-391.268383
10.660000	-487.018108
10.670000	-519.050238
10.680000	-519.050238
10.690000	-519.050238
10.700000	-373.929824
10.710000	-332.575594
10.720000	-303.684570
